"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,36,36,64,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat das Bundesgesetz über die Stempelabgaben mit 64 Prozent Nein-Stimmen verworfen. Herisau hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Herisau a refusé par 64 pour cent des voix de renoncer au droit de timbre d'émission. Herisau a refusé le texte, contrairement à son canton.","NA NA"
3002,33.9,33.9,66.1,"Hundwil AR","Hundwil (AR)","Hundwil AR","In Hundwil hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 66,1 Prozent haben die Vorlage abgelehnt. Hundwil hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La commune de Hundwil a rejeté par 66,1 pour cent des voix le projet de suppression du droit de timbre. Hundwil a refusé le texte, contrairement à son canton.","NA NA"
3003,61.1,61.1,38.9,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","61,1 Prozent der Stimmbürgerinnen und Stimmbürger von Schönengrund haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Schönengrund hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les citoyens de Schönengrund sont favorables à une suppression du droit de timbre. Ils ont voté à 61,1 pour cent en faveur du projet du Conseil fédéral. Schönengrund a approuvé le projet, tout comme son canton.","NA NA"
3004,52.3,52.3,47.7,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Mit 52,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Schwellbrunn das Bundesgesetz über die Stempelabgaben angenommen. Schwellbrunn hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La commune de Schwellbrunn ne veut plus du droit de timbre. Elle a accepté de l'abolir par 52,3 pour cent des voix. Schwellbrunn a approuvé le projet, tout comme son canton.","NA NA"
3005,58.7,58.7,41.3,"Stein AR","Stein (AR)","Stein AR","58,7 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les citoyens de Stein (AR) sont favorables à une suppression du droit de timbre. Ils ont voté à 58,7 pour cent en faveur du projet du Conseil fédéral. Stein (AR) a approuvé le projet, tout comme son canton.","NA NA"
3006,53.2,53.2,46.8,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Mit 53,2 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Urnäsch das Bundesgesetz über die Stempelabgaben angenommen. Urnäsch hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La commune d'Urnäsch ne veut plus du droit de timbre. Elle a accepté de l'abolir par 53,2 pour cent des voix. Urnäsch a approuvé le projet, tout comme son canton.","NA NA"
3007,11.6,11.6,88.4,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","In Waldstatt ist das Bundesgesetz über die Stempelabgaben mit 88,4 Prozent gescheitert. Waldstatt hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Non à l'abolition du droit de timbre à Waldstatt: la commune a rejeté avec 88,4 pour cent des voix le projet soumis aux urnes ce dimanche. Waldstatt a refusé le texte, contrairement à son canton.","NA NA"
3021,45.1,45.1,54.9,"Bühler AR","Bühler (AR)","Bühler AR","In Bühler hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 54,9 Prozent haben die Vorlage abgelehnt. Bühler hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La commune de Bühler a rejeté par 54,9 pour cent des voix le projet de suppression du droit de timbre. Bühler a refusé le texte, contrairement à son canton.","NA NA"
3022,73.7,73.7,26.3,"Gais AR","Gais (AR)","Gais AR","Das Bundesgesetz über die Stempelabgaben ist in Gais mit 73,7 Prozent der Stimmen angenommen worden. Gais hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Gais, les habitants sont favorables à la suppression du droit de timbre. Ils ont dit oui à 73,7 pour cent Gais a approuvé le projet, tout comme son canton.","NA NA"
3023,50.1,50.1,49.9,"Speicher AR","Speicher (AR)","Speicher AR","Ja zum Bundesgesetz über die Stempelabgaben in Speicher. Die Gemeinde hat das Bundesgesetz über die Stempelabgaben mit 50,1 Prozent der Stimmen angenommen. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les citoyens de Speicher disent oui à la suppression du droit de timbre avec 50,1 pour cent des voix. Speicher a approuvé le projet, tout comme son canton.","NA NA"
3024,42.3,42.3,57.7,"Teufen AR","Teufen (AR)","Teufen AR","57,7 Prozent der Stimmbürgerinnen und Stimmbürger von Teufen AR haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen. Teufen AR hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Teufen (AR) s'oppose à une suppression du droit de timbre. La commune a dit non à 57,7 pour cent au projet soutenu par le Conseil fédéral et le Parlement. Teufen (AR) a refusé le texte, contrairement à son canton.","NA NA"
3025,15.4,15.4,84.6,"Trogen AR","Trogen (AR)","Trogen AR","Trogen ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 84,6 Prozent Nein verworfen. Trogen hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Les citoyens de Trogen refusent d'abandonner le droit de timbre. Ils ont rejeté la modification de la loi par 84,6 pour cent des voix. Trogen a refusé le texte, contrairement à son canton.","NA NA"
3031,80.4,80.4,19.6,"Grub AR","Grub (AR)","Grub AR","Grub AR hat das Bundesgesetz über die Stempelabgaben angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 80,4 Prozent zu. Grub AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Grub (AR), les habitants ont soutenu avec 80,4 pour cent des voix la modification de la loi fédérale sur le droit de timbre. Grub (AR) a approuvé le projet, tout comme son canton.","NA NA"
3032,34.9,34.9,65.1,"Heiden AR","Heiden (AR)","Heiden AR","In Heiden hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 65,1 Prozent haben die Vorlage abgelehnt. Heiden hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La commune de Heiden a rejeté par 65,1 pour cent des voix le projet de suppression du droit de timbre. Heiden a refusé le texte, contrairement à son canton.","NA NA"
3033,39.1,39.1,60.9,"Lutzenberg AR","Lutzenberg (AR)","Lutzenberg AR","Mit 5'082 Nein zu 3'264 Ja haben die Stimmbürgerinnen und Stimmbürger von Lutzenberg das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 60,9 Prozent. Lutzenberg hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","A Lutzenberg, c'est non à 60,9 pour cent à l'abandon du droit de timbre. Lutzenberg a refusé le texte, contrairement à son canton.","NA NA"
3034,96.7,96.7,3.3,"Rehetobel AR","Rehetobel (AR)","Rehetobel AR","Das Bundesgesetz über die Stempelabgaben ist in Rehetobel mit 96,7 Prozent der Stimmen angenommen worden. Rehetobel hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Appenzell Ausserrhoden.","A Rehetobel, les habitants sont favorables à la suppression du droit de timbre. Ils ont dit oui à 96,7 pour cent Le plus fort pourcentage de oui du canton d'Appenzell Rhodes-Extérieures a été enregistré à Rehetobel.","NA NA"
3035,7.9,7.9,92.1,"Reute AR","Reute (AR)","Reute AR","92,1 Prozent der Stimmbürgerinnen und Stimmbürger von Reute AR haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen. Reute AR hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Appenzell Ausserrhoden.","Reute (AR) s'oppose à une suppression du droit de timbre. La commune a dit non à 92,1 pour cent au projet soutenu par le Conseil fédéral et le Parlement. Reute (AR) affiche ainsi le plus fort taux de refus du canton d'Appenzell Rhodes-Extérieures.","NA NA"
3036,25.4,25.4,74.6,"Wald AR","Wald (AR)","Wald AR","In Wald AR ist das Bundesgesetz über die Stempelabgaben mit 74,6 Prozent gescheitert. Wald AR hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Non à l'abolition du droit de timbre à Wald (AR): la commune a rejeté avec 74,6 pour cent des voix le projet soumis aux urnes ce dimanche. Wald (AR) a refusé le texte, contrairement à son canton.","NA NA"
3037,64,64,36,"Walzenhausen AR","Walzenhausen (AR)","Walzenhausen AR","64 Prozent der Stimmbürgerinnen und Stimmbürger von Walzenhausen haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Walzenhausen hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les citoyens de Walzenhausen sont favorables à une suppression du droit de timbre. Ils ont voté à 64 pour cent en faveur du projet du Conseil fédéral. Walzenhausen a approuvé le projet, tout comme son canton.","NA NA"
