"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2701,65.5,65.5,34.5,"Basel BS","Bâle (BS)","Basilea BS","Die Gemeinde Basel hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 65,5 Prozent angenommen. Damit hat in Basel seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 67,1 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Bâle sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 65,5 pour cent à l'initiative qui l'exige. En près de trente ans, les habitants de Bâle ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 67,1 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Basilea l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 65,5 percento dei voti. Basilea ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
2702,57.9,57.9,42.1,"Bettingen BS","Bettingen (BS)","Bettingen BS","In Bettingen hat die Stimmbevölkerung der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 57,9 Prozent angenommen. Damit hat in Bettingen seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 58,8 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Bettingen disent oui à 57,9 pour cent à l'initiative ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". En près de trente ans, les habitants de Bettingen ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 58,8 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","I cittadini di Bettingen si sono espressi a favore dell'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Il testo è stato approvato con il 57,9 percento dei voti. Bettingen ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
2703,59.1,59.1,40.9,"Riehen BS","Riehen (BS)","Riehen BS","Die Gemeinde Riehen hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 59,1 Prozent angenommen. Damit hat in Riehen seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 65,4 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Riehen sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 59,1 pour cent à l'initiative qui l'exige. En près de trente ans, les habitants de Riehen ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 65,4 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Riehen l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 59,1 percento dei voti. Riehen ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
2761,51.3,51.3,48.7,"Aesch BL","Aesch (BL)","Aesch BL","Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Aesch BL. Die Gemeinde hat das Volksbegehren mit 51,3 Prozent der Stimmen angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Aesch BL nicht möglich.","A Aesch (BL), c'est oui à l'initiative sur le tabac. La commune a voté en faveur du texte par 51,3 pour cent des voix. Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune d'Aesch (BL).","Da Aesch BL è arrivato un ""sì"" alle urne per l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. I cittadini hanno accolto il testo con il 51,3 percento dei voti. Impossibile comparare il risultato odierno di Aesch BL con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2762,56.7,56.7,43.3,"Allschwil BL","Allschwil (BL)","Allschwil BL","Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Allschwil: Mit 56,7 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Allschwil nicht möglich.","Allschwil dit oui à l'initiative  ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". La commune la soutient par 56,7 pour cent des voix. Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune d'Allschwil.","Sì all'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco nel comune di Allschwil: i cittadini hanno approvato il testo con il 56,7 percento dei voti. Impossibile comparare il risultato odierno di Allschwil con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2763,61.2,61.2,38.8,"Arlesheim BL","Arlesheim (BL)","Arlesheim BL","Die Gemeinde Arlesheim hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 61,2 Prozent angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Arlesheim nicht möglich.","Les citoyens d'Arlesheim sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 61,2 pour cent à l'initiative qui l'exige. Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune d'Arlesheim.","Nel comune di Arlesheim l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 61,2 percento dei voti. Impossibile comparare il risultato odierno di Arlesheim con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2764,56.4,56.4,43.6,"Biel-Benken BL","Biel-Benken (BL)","Biel-Benken BL","56,4 Prozent der Stimmbürgerinnen und Stimmbürger von Biel-Benken haben die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Biel-Benken nicht möglich.","Initiative sur le tabac: 56,4 pour cent des citoyens de Biel-Benken ont suivi les arguments des initiants et approuvé le texte. Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune de Biel-Benken.","A Biel-Benken i cittadini hanno accolto, con il 56,4 percento dei voti, l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Impossibile comparare il risultato odierno di Biel-Benken con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2765,56.2,56.2,43.8,"Binningen BL","Binningen (BL)","Binningen BL","Die Gemeinde Binningen hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 56,2 Prozent angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Binningen nicht möglich.","Les citoyens de Binningen sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 56,2 pour cent à l'initiative qui l'exige. Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune de Binningen.","Nel comune di Binningen l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 56,2 percento dei voti. Impossibile comparare il risultato odierno di Binningen con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2766,56.7,56.7,43.3,"Birsfelden BL","Birsfelden (BL)","Birsfelden BL","Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Birsfelden: Mit 56,7 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Birsfelden nicht möglich.","Birsfelden dit oui à l'initiative  ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". La commune la soutient par 56,7 pour cent des voix. Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune de Birsfelden.","Sì all'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco nel comune di Birsfelden: i cittadini hanno approvato il testo con il 56,7 percento dei voti. Impossibile comparare il risultato odierno di Birsfelden con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2767,54.5,54.5,45.5,"Bottmingen BL","Bottmingen (BL)","Bottmingen BL","In Bottmingen hat die Stimmbevölkerung der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 54,5 Prozent angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Bottmingen nicht möglich.","Les citoyens de Bottmingen disent oui à 54,5 pour cent à l'initiative ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune de Bottmingen.","I cittadini di Bottmingen si sono espressi a favore dell'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Il testo è stato approvato con il 54,5 percento dei voti. Impossibile comparare il risultato odierno di Bottmingen con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2768,52,52,48,"Ettingen BL","Ettingen (BL)","Ettingen BL","In Ettingen hat die Stimmbevölkerung der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 52 Prozent angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Ettingen nicht möglich.","Les citoyens d'Ettingen disent oui à 52 pour cent à l'initiative ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune d'Ettingen.","I cittadini di Ettingen si sono espressi a favore dell'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Il testo è stato approvato con il 52 percento dei voti. Impossibile comparare il risultato odierno di Ettingen con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
2769,59,59,41,"Münchenstein BL","Münchenstein (BL)","Münchenstein BL","Die Gemeinde Münchenstein hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 59 Prozent angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Münchenstein nicht möglich.","Les citoyens de Münchenstein sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 59 pour cent à l'initiative qui l'exige. Il n'est pas possible de comparer les résultats de cette votation à celle du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"", en raison de changements dans la structure de la commune de Münchenstein.","Nel comune di Münchenstein l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 59 percento dei voti. Impossibile comparare il risultato odierno di Münchenstein con quello di giugno. Questo a causa di fusioni fra varie realtà comunali."
