"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,90.6,90.6,9.4,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Die Gemeinde Aeugst am Albis hat das Massnahmenpaket zugunsten der Medien mit 90,6 Prozent Ja-Stimmen angenommen. Aeugst am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants d'Aeugst am Albis acceptent à 90,6 pour cent le paquet d'aide aux médias. Aeugst am Albis a approuvé le projet, tout comme son canton.","NA NA"
2,61.5,61.5,38.5,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","61,5 Prozent der Abstimmenden in der Gemeinde Affoltern am Albis haben Ja gesagt zum Massnahmenpaket zugunsten der Medien. Affoltern am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 61,5 pour cent à l'aide aux médias à Affoltern am Albis. Affoltern am Albis a approuvé le projet, tout comme son canton.","NA NA"
3,85.9,85.9,14.1,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","85,9 Prozent der Abstimmenden in der Gemeinde Bonstetten haben Ja gesagt zum Massnahmenpaket zugunsten der Medien. Bonstetten hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 85,9 pour cent à l'aide aux médias à Bonstetten. Bonstetten a approuvé le projet, tout comme son canton.","NA NA"
4,94,94,6,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Die Gemeinde Hausen am Albis hat das Massnahmenpaket zugunsten der Medien mit 94 Prozent angenommen. Hausen am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Hausen am Albis, les habitants disent oui à 94 pour cent au paquet d'aide aux médias. Hausen am Albis a approuvé le projet, tout comme son canton.","NA NA"
5,26.5,26.5,73.5,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","73,5 Prozent der Stimmbürgerinnen und Stimmbürger von Hedingen sagen Nein zum Massnahmenpaket zugunsten der Medien. Hedingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Hedingen ne veulent pas d'aide publique aux médias. Ils rejettent le projet avec 73,5 pour cent de non. Hedingen a rejeté le texte, contrairement à son canton.","NA NA"
6,87.8,87.8,12.2,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","87,8 Prozent der Abstimmenden in der Gemeinde Kappel am Albis haben Ja gesagt zum Massnahmenpaket zugunsten der Medien. Kappel am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 87,8 pour cent à l'aide aux médias à Kappel am Albis. Kappel am Albis a approuvé le projet, tout comme son canton.","NA NA"
7,4,4,96,"Knonau ZH","Knonau (ZH)","Knonau ZH","96 Prozent der Stimmbürgerinnen und Stimmbürger von Knonau sagen Nein zum Massnahmenpaket zugunsten der Medien. Knonau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Knonau ne veulent pas d'aide publique aux médias. Ils rejettent le projet avec 96 pour cent de non. Knonau a rejeté le texte, contrairement à son canton.","NA NA"
8,46.8,46.8,53.2,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung das Massnahmenpaket zugunsten der Medien abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 53,2 Prozent verworfen. Maschwanden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Maschwanden, les habitants sont défavorables au paquet d'aide aux médias avec 53,2 pour cent de non. Maschwanden a rejeté le texte, contrairement à son canton.","NA NA"
9,31.5,31.5,68.5,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Nein zum Massnahmenpaket zugunsten der Medien in Mettmenstetten. Die Gemeinde hat die Vorlage mit 68,5 Prozent abgelehnt. Mettmenstetten hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Mettmenstetten, les habitants disent non à 68,5 pour cent à l'aide aux médias. Mettmenstetten a rejeté le texte, contrairement à son canton.","NA NA"
10,34.4,34.4,65.6,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Nein zum Massnahmenpaket zugunsten der Medien in Obfelden. Die Gemeinde hat die Vorlage mit 65,6 Prozent abgelehnt. Obfelden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Obfelden, les habitants disent non à 65,6 pour cent à l'aide aux médias. Obfelden a rejeté le texte, contrairement à son canton.","NA NA"
11,46.9,46.9,53.1,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","53,1 Prozent der Stimmbürgerinnen und Stimmbürger von Ottenbach sagen Nein zum Massnahmenpaket zugunsten der Medien. Ottenbach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants d'Ottenbach ne veulent pas d'aide publique aux médias. Ils rejettent le projet avec 53,1 pour cent de non. Ottenbach a rejeté le texte, contrairement à son canton.","NA NA"
12,9.1,9.1,90.9,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","90,9 Prozent der Stimmbürgerinnen und Stimmbürger von Rifferswil sagen Nein zum Massnahmenpaket zugunsten der Medien. Rifferswil hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Rifferswil ne veulent pas d'aide publique aux médias. Ils rejettent le projet avec 90,9 pour cent de non. Rifferswil a rejeté le texte, contrairement à son canton.","NA NA"
13,35.8,35.8,64.2,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Nein zum Massnahmenpaket zugunsten der Medien in Stallikon. Die Gemeinde hat die Vorlage mit 64,2 Prozent abgelehnt. Stallikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Stallikon, les habitants disent non à 64,2 pour cent à l'aide aux médias. Stallikon a rejeté le texte, contrairement à son canton.","NA NA"
14,68.6,68.6,31.4,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Die Gemeinde Wettswil am Albis hat das Massnahmenpaket zugunsten der Medien mit 68,6 Prozent Ja-Stimmen angenommen. Wettswil am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Wettswil am Albis acceptent à 68,6 pour cent le paquet d'aide aux médias. Wettswil am Albis a approuvé le projet, tout comme son canton.","NA NA"
21,48.8,48.8,51.2,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","Nein zum Massnahmenpaket zugunsten der Medien in Adlikon: Mit 9'530 Nein- zu 9'083 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 51,2 Prozent. Adlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le projet d'aide publique aux médias échoue à Adlikon avec 51,2 pour cent de non. Adlikon a rejeté le texte, contrairement à son canton.","NA NA"
22,46.3,46.3,53.7,"Benken ZH","Benken (ZH)","Benken ZH","Benken ZH hat das Massnahmenpaket zugunsten der Medien mit 53,7 Prozent abgelehnt. Benken ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le paquet d'aide aux médias ne passe pas la rampe à Benken (ZH). La proposition recueille 53,7 pour cent de non. Benken (ZH) a rejeté le texte, contrairement à son canton.","NA NA"
