"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
6702,50,0,0,"Boécourt JU","Boécourt (JU)","Boécourt JU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
6703,50,0,0,"Bourrignon JU","Bourrignon (JU)","Bourrignon JU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
6704,57.9,57.9,42.1,"Châtillon JU","Châtillon (JU)","Châtillon JU",,"Les citoyens de Châtillon (JU) approuvent à 57,9 pour cent l'initiative du Parti socialiste exigeant davantage de transparence dans le financement des partis politiques et des comités de campagne. Ils rejettent en revanche le contre-projet du Parlement par 65,7 pour cent des suffrages.",
6706,58.8,58.8,41.2,"Courchapoix JU","Courchapoix (JU)","Courchapoix JU",,"58,8 pour cent des habitants de Courchapoix sont favorables à l'initiative sur la transparence du financement des partis politiques. La commune dit en revanche non au contre-projet du Parlement par 53,1 pour cent des voix.",
6708,50,0,0,"Courrendlin JU","Courrendlin (JU)","Courrendlin JU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
6709,61.8,61.8,38.2,"Courroux JU","Courroux (JU)","Courroux JU",,"61,8 pour cent des habitants de Courroux sont favorables à l'initiative sur la transparence du financement des partis politiques. La commune dit en revanche non au contre-projet du Parlement par 58,4 pour cent des voix.",
6710,50,0,0,"Courtételle JU","Courtételle (JU)","Courtételle JU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
6711,50,0,0,"Delsberg JU","Delémont (JU)","Delsberg JU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
6712,55.5,55.5,44.5,"Develier JU","Develier (JU)","Develier JU",,"Financement des partis politiques: Develier dit oui à l'initiative du PS par 55,5 pour cent des voix. Les votants refusent en revanche le contre-projet du Parlement par 53,6 pour cent des voix.",
6713,42.9,42.9,57.1,"Ederswiler JU","Ederswiler (JU)","Ederswiler JU",,"Les citoyens d'Ederswiler ne veulent pas de l'initiative socialiste pour une transparence accrue en matière de financement des partis politiques. Ils ont rejeté le texte par 57,1 pour cent des voix. Ils approuvent toutefois le contre-projet du Parlement par 54,5 pour cent des voix.",
