"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2901,70.7,70.7,29.3,"Gächlingen SH","Gächlingen (SH)","Gächlingen SH","Mit 70,7 Prozent Ja hat sich Gächlingen für die die befristete Steuersenkung aufgrund der Corona-Krise ausgesprochen. Gächlingen hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2903,76.2,76.2,23.8,"Löhningen SH","Löhningen (SH)","Löhningen SH","Mit 76,2 Prozent Ja hat sich Löhningen für die die befristete Steuersenkung aufgrund der Corona-Krise ausgesprochen. Löhningen hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2904,73.4,73.4,26.6,"Neunkirch SH","Neunkirch (SH)","Neunkirch SH","Neunkirch hat die befristete Steuersenkung aufgrund der Corona-Krise mit 73,4 Prozent angenommen. Neunkirch hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2914,67.9,67.9,32.1,"Büttenhardt SH","Büttenhardt (SH)","Büttenhardt SH","Büttenhardt hat die befristete Steuersenkung aufgrund der Corona-Krise mit 67,9 Prozent angenommen.",,
2915,74.9,74.9,25.1,"Dörflingen SH","Dörflingen (SH)","Dörflingen SH","Mit 74,9 Prozent Ja hat sich Dörflingen für die die befristete Steuersenkung aufgrund der Corona-Krise ausgesprochen. Dörflingen hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2917,74.3,74.3,25.7,"Lohn SH","Lohn (SH)","Lohn SH","Mit 74,3 Prozent Ja hat sich Lohn SH für die die befristete Steuersenkung aufgrund der Corona-Krise ausgesprochen. Lohn SH hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2919,75,75,25,"Stetten SH","Stetten (SH)","Stetten SH","Stetten SH hat die befristete Steuersenkung aufgrund der Corona-Krise mit 75 Prozent angenommen. Stetten SH hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2920,71.3,71.3,28.7,"Thayngen SH","Thayngen (SH)","Thayngen SH","71,3 Prozent der Stimmbürgerinnen und Stimmbürger von Thayngen haben der befristeten Steuersenkung aufgrund der Corona-Krise zugestimmt. Thayngen hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2931,68.5,68.5,31.5,"Bargen SH","Bargen (SH)","Bargen SH","Bargen SH hat die befristete Steuersenkung aufgrund der Corona-Krise mit 68,5 Prozent angenommen. Bargen SH hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2932,81.1,81.1,18.9,"Beringen SH","Beringen (SH)","Beringen SH","Mit 81,1 Prozent Ja hat sich Beringen für die die befristete Steuersenkung aufgrund der Corona-Krise ausgesprochen. Beringen hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","NA NA","NA NA"
