"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2701,50,0,0,"Basel BS","Bâle (BS)","Basilea BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2702,50,0,0,"Bettingen BS","Bettingen (BS)","Bettingen BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2703,50,0,0,"Riehen BS","Riehen (BS)","Riehen BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2761,16.7,16.7,83.3,"Aesch BL","Aesch (BL)","Aesch BL","Aesch BL hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" mit 83,3 Prozent abgelehnt. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Aesch BL nicht möglich.","L'initiative contre l'expérimentation animale n'a pas trouvé grâce aux yeux des citoyens d'Aesch (BL). Ils ont refusé le texte à 83,3 pour cent. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune d'Aesch (BL).","Da Aesch BL è arrivato un ""no"" alle urne per l'Iniziativa ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"" . I cittadini hanno respinto il testo con il 83,3 percento dei voti. Impossibile comparare il risultato odierno di Aesch BL con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2762,50,0,0,"Allschwil BL","Allschwil (BL)","Allschwil BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2763,50,0,0,"Arlesheim BL","Arlesheim (BL)","Arlesheim BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2764,15.7,15.7,84.3,"Biel-Benken BL","Biel-Benken (BL)","Biel-Benken BL","Nein zum Tier- und Menschenversuchsverbot in Biel-Benken: Mit 1'032 Nein- zu 192 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 84,3 Prozent. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Biel-Benken nicht möglich.","Les citoyens de Biel-Benken ne veulent pas interdire l'expérimentation animale. Ils ont refusé à 84,3 pour cent l'initiative populaire l'exigeant. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Biel-Benken.","A Biel-Benken i cittadini hanno respinto, con il 84,3 percento dei voti, l'Iniziativa popolare ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"". Impossibile comparare il risultato odierno di Biel-Benken con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2765,14.9,14.9,85.1,"Binningen BL","Binningen (BL)","Binningen BL","Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"" in Binningen. Die Gemeinde hat das Volksbegehren mit 85,1 Prozent abgelehnt. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Binningen nicht möglich.","A Binningen, les citoyens rejettent à 85,1 pour cent l'initiative contre l'expérimentation animale. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Binningen.","Nel comune di Binningen l'Iniziativa popolare ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani""  è stata respinta con il 85,1 percento dei voti. Impossibile comparare il risultato odierno di Binningen con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2766,19.2,19.2,80.8,"Birsfelden BL","Birsfelden (BL)","Birsfelden BL","80,8 Prozent der Stimmbürgerinnen und Stimmbürger von Birsfelden sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Birsfelden nicht möglich.","L'initiative ""Oui à l'interdiction de l'expérimentation animale et humaine"" est refusée à 80,8 pour cent à Birsfelden. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Birsfelden.","No all'Iniziativa ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"" nel comune di Birsfelden: i cittadini hanno bocciato il testo con il 80,8 percento dei voti. Impossibile comparare il risultato odierno di Birsfelden con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2767,12.8,12.8,87.2,"Bottmingen BL","Bottmingen (BL)","Bottmingen BL","In Bottmingen hat die Stimmbevölkerung das Tier- und Menschenversuchsverbot abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 87,2 Prozent verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Bottmingen nicht möglich.","Les habitants de Bottmingen s'opposent à l'initiative demandant l'interdiction de l'expérimentation animale. Ils ont dit non par 87,2 pour cent des voix. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Bottmingen.","I cittadini di Bottmingen si sono opposti all'iniziativa ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"" . Il testo è stato respinto con il 87,2 percento dei voti. Impossibile comparare il risultato odierno di Bottmingen con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2768,50,0,0,"Ettingen BL","Ettingen (BL)","Ettingen BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2769,50,0,0,"Münchenstein BL","Münchenstein (BL)","Münchenstein BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2770,50,0,0,"Muttenz BL","Muttenz (BL)","Muttenz BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2771,50,0,0,"Oberwil BL","Oberwil (BL)","Oberwil BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2772,15.9,15.9,84.1,"Pfeffingen BL","Pfeffingen (BL)","Pfeffingen BL","Keine Mehrheit für die Volksinitiative ""Tier- und Menschenversuchsverbot"" in Pfeffingen: Mit 725 Nein-Stimmen zu 137 Ja-Stimmen oder 84,1 Prozent hat die Gemeinde das Volksbegehren verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Pfeffingen nicht möglich.","L'initiative ""Oui à l'interdiction de l'expérimentation animale et humaine"" ne trouve pas de majorité à Pfeffingen. Le texte est rejeté par 84,1 pour cent des voix. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Pfeffingen.","Con il 84,1 percento di ""no"", i cittadini del comune di Pfeffingen hanno bocciato l'Iniziativa ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"" . Impossibile comparare il risultato odierno di Pfeffingen con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2773,17.2,17.2,82.8,"Reinach BL","Reinach (BL)","Reinach BL","In Reinach BL hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" keine Mehrheit gefunden. Auf 82,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Reinach BL nicht möglich.","Reinach (BL): c'est non à 82,8 pour cent à l'initiative souhaitant interdire l'expérimentation animale. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Reinach (BL).","Nel comune di Reinach BL l'Iniziativa ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"" è stata bocciata con il 82,8 percento dei voti. Impossibile comparare il risultato odierno di Reinach BL con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2774,16.5,16.5,83.5,"Schönenbuch BL","Schönenbuch (BL)","Schönenbuch BL","In Schönenbuch hat die Stimmbevölkerung das Tier- und Menschenversuchsverbot abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 83,5 Prozent verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Schönenbuch nicht möglich.","Les habitants de Schönenbuch s'opposent à l'initiative demandant l'interdiction de l'expérimentation animale. Ils ont dit non par 83,5 pour cent des voix. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Schönenbuch.","I cittadini di Schönenbuch si sono opposti all'iniziativa ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"" . Il testo è stato respinto con il 83,5 percento dei voti. Impossibile comparare il risultato odierno di Schönenbuch con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
2775,14,14,86,"Therwil BL","Therwil (BL)","Therwil BL","86 Prozent der Stimmbürgerinnen und Stimmbürger von Therwil sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Therwil nicht möglich.","L'initiative ""Oui à l'interdiction de l'expérimentation animale et humaine"" est refusée à 86 pour cent à Therwil. Il n'est pas possible de comparer les résultats de cette votation à celle du 16 février 1992 en raison de changements dans la structure de la commune de Therwil.","No all'Iniziativa ""Sì al divieto degli esperimenti sugli animali e sugli esseri umani"" nel comune di Therwil: i cittadini hanno bocciato il testo con il 86 percento dei voti. Impossibile comparare il risultato odierno di Therwil con quello del 1992. Questo a causa di fusioni fra varie realtà comunali."
